,contacts,lat,lon
334,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (86361) 5-00-00
 (86361) 3-52-97
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",48.050185,39.942179
335," SamarichSP@jtu.customs.ru
 (86342) 4-42-55
 (86342) 4-04-82
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.118439,39.421407
336,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (863) 252-44-32
 (863) 252-05-43
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.255189,39.803596
337,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (863) 218-04-47
 (86369) 3-99-95
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.985486,40.387671
338,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (863) 253-85-81
 (863) 253-85-81
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.22004,39.750092
339,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (863) 253-85-81
 (863) 259-83-11
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.783718,39.885217
340,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (863) 218-03-23
 (863) 218-03-48
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.279385,39.833195
341,http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170,48.049938,40.025551
342,"yuot-odo@jtu.customs.ru
 (863) 267-40-94
 (863) 267-01-05
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",47.229372,39.755051
343,"customs@millerovo.donpac.ru
 (86385) 5-22-29
 (86385) 5-22-27
 Телефон доверия: (86385) 2-39-63
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=145",48.951279,40.39926
344,"customs@millerovo.donpac.ru
 (86387) 2-17-94
 (86387) 2-14-66
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=145",49.382587,40.150732
345,"customs@millerovo.donpac.ru
 (86385) 5-74-11
 (86385) 5-74-11
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=145",48.997943,40.420945
346,"customs@millerovo.donpac.ru
 (86368) 2-17-94
 (86368) 2-17-94
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=145",48.333161,39.946491
347,"(86315) 5-22-30
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=145",48.306985,40.268609
348,"nvr_odo@jtu.custom.ru
 (8617) 79-12-29
 (8617) 79-12-27, (8617) 79-12-28
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=146",44.693528,37.760934
349,"(86133) 9-84-21
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=146",45.156133,39.056467
350,"(86141) 79-13-84
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=146",44.573047,38.081094
351,"(8617) 30-04-86
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=146",44.766721,37.717663
352,"(8617) 79-13-29
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=146",44.729093,37.774724
353,"(8617) 79-13-05
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=146",44.735317,37.788019
354,"(8617) 79-13-35
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=146",44.727645,37.816064
355,"sch_odo@jtu.customs.ru
 (862) 269-32-29
 (862) 262-05-64
 Телефон доверия: (862) 269-32-31; Дежурная служба: (862) 269-32-27
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=147",43.570282,39.735431
356,"sch_air@jtu.customs.ru
 (8622) 83-04-38
 (862) 243-21-21
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=147",43.448429,39.938972
357,"mapp_adler@mail.ru
 (862) 241-67-01
 (862) 241-67-01, (862) 241-67-56
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=147",43.406599,39.991424
358,"sch_odo@jtu.customs.ru
 (862) 260-91-26
 (862) 260-93-71
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=147",43.473157,39.965643
359,"sch_odo@jtu.customs.ru
 (862) 262-26-38
 (862) 260-98-30
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=147",43.414628,39.92644
360,"SmirnovAV@jtu.customs.ru
 (8634) 31-32-89
 (8634) 32-52-28
 Приемная начальника: (8634) 32-52-28; Дежурная служба: (8634) 32-52-27; Телефон доверия: (8634) 32-52-88
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.225903,38.860005
361,"vavilovua@jtu.customs.ru
 (8634) 34-30-00
 (8634) 34-30-21
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.584781,38.875717
362,"volodinvv@jtu.customs.ru
 (8634) 34-30-91
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.812202,38.91315
363,"trifonovsl@jtu.customs.ru
 (8634) 31-11-69
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.222984,38.912943
364,"verchoglyadaa@jtu.customs.ru
 (8634) 32-52-08
 (8634) 32-52-08
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.146007,38.3421
365,"(8634) 32-52-55
 (8634) 32-52-12
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.693828,38.675312
366,"demidenkova@jtu.customs.ru
 (8634) 31-16-71
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.200911,38.943836
367,"balashevkr@jtu.customs.ru
 (8634) 32-52-80
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",47.817115,38.901543
368,"ptu-customs@ptu.customs.ru
 (831) 430-73-22
 (831) 296-02-28
 Телефон доверия: (831) 430-77-31, Отделение по связям с общественностью: (831) 296-02-78, Информирование и консультирование по вопросам таможенного дела: (831) 296-02-85, 296-04-64 (автоинформатор)
 http://ptu.customs.ru/",56.305809,43.990544
369,"pttp@prm.volga.customs.ru
 (342) 238-62-78
 (342) 238-62-63, (342) 238-62-64
 http://ptu.customs.ru/",58.013959,56.041767
370,"BSH-CUSTOMS@PTU.CUSTOMS.RU
 (347) 279-67-77
 736-228, (347) 273-07-65
 Телефон доверия: (347) 272-66-33
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",54.722675,55.939027
371,"BSH-ARP@ptu.customs.ru
 (347) 273-96-58
 (347) 273-96-58
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",54.495428,55.882801
372,"BSH-BLR@ptu.customs.ru
 (34792) 3-05-30
 (34792) 3-05-30
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",53.971175,58.39786
373,"BSH-STR@ptu.customs.ru
 (3473) 25-03-65
 (3473) 25-03-65
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",53.593062,55.935245
374,"BSH-UFM@ptu.customs.ru
 (347) 264-79-07
 (347) 264-79-07
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",54.804566,56.096232
375,"BSH-NFT@ptu.customs.ru
 (34783) 2-15-99
 (34783) 2-17-55
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",56.111594,54.29352
376,"BSH-TMZ@ptu.customs.ru
 (34782) 5-54-88
 (34782) 5-54-88
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",54.593155,53.716909
377,"BSH-BTP@ptu.customs.ru
 (347) 279-67-04
 (347) 282-15-50
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=17&Itemid=100",54.73955,55.972911
378,"tat-odo@ptu.customs.ru
 (843) 520-81-11
 (843) 520-94-12
 Приемная начальника: (843) 520 94 12; Телефон доверия: (843) 291-92-93; Дежурная служба: (843) 520 93 20; Начальник таможни: (843)291 92 21
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=106",55.841225,49.100925
379,"tat-aer@ptu.customs.ru
 (843) 237-66-90
 (843) 291-54-65
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=106",55.608872,49.27828
380,"tat-alm@ptu.customs.ru
 (8553) 45-18-03
 (8553) 45-18-03
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=106",54.896672,52.318304
381,"tat-kaz@ptu.customs.ru
 (843) 291-54-53
 (843) 291-93-41
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=106",55.918721,49.118937
382,"tat-nzhn2@ptu.customs.ru
 (8555) 49-81-58
 (8555) 49-81-58
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=106",55.634019,51.80913
383,"tat_ncln@ptu.customs.ru
 (8552) 30-82-29
 (8552) 30-82-28
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=106",55.743553,52.39582
384,"tat-elb@ptu.customs.ru
 (85557) 7-76-79
 (85557) 7-76-78
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=106",55.75667,52.05446
385,"njg-customs@ptu.customs.ru
 (831) 277-89-58
 (831) 277-89-28
 Приемная начальника: (831) 277-89-28; Телефон доверия: (831) 277-89-27, (831) 299-94-05; Дежурная служба: (831) 277-89-27
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",56.315196,44.068042
386,"njg-gaz@ptu.customs.ru
 (831) 220-09-49 доб.2644
 (831) 299-25-80
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",56.234045,43.887418
387,"njg-kst@ptu.customs.ru
 (83145) 5-47-77
 (831) 277-80-99
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",56.200753,44.119695
388,"njg-aer@ptu.customs.ru
 (831) 269-40-18
 (831) 269-40-02
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",56.219663,43.790606
389,"njg-dze@ptu.customs.ru
 (8313) 39-14-65
 (8313) 39-14-64
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",56.271785,43.546705
390,"njg-vyk@ptu.cutoms.ru
 (83177) 3-75-60
 (83177) 3-75-60
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",55.327183,42.153615
391,"njg-krv@ptu.customs.ru
 (8332) 40-58-29
 (8332) 40-58-21
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",58.616898,49.665687
392,"njg-mrs@ptu.customs.ru
 (8362) 42-98-62, 68-72-29
 (8362) 68-72-21
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",56.609462,47.886978
393,"njg-chv@ptu.customs.ru
 (8352) 30-90-29
 (8352) 30-90-21
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",56.111685,47.265505
394,"orb-odo@ptu.customs.ru
 (3532) 79-92-29
 (3532) 79-92-28
 Телефон доверия: (3532) 56-13-13
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",51.798531,55.115775
395,"orb-ilezk-odo@ptu.customs.ru
 (35336) 2-85-33
 (35336) 2-85-33
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",51.174382,54.991843
396,"orb-buz-odo@ptu.customs.ru
 (35342) 2-53-51
 (35342) 2-53-51
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",52.796475,52.255925
397,"orb-airline@ptu.customs.ru
 (3532) 67-68-84
 (3532) 44-03-06
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",51.768199,55.096955
398,"orb-orn-odo@ptu.customs.ru
 (3532) 79-93-04
 (3532) 79-93-88
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",51.694953,55.098545
399,"oto1@ors.volga.customs.ru
 (3537) 22-62-23
 (3537) 23-07-89
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",51.227061,58.490332
400,"orb-yuj-odo@ptu.customs.ru
 нет
 (3532) 79-93-30
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",51.798531,55.115775
401,"orb-mmpo-odo@ptu.customs.ru
 (3532) 79-93-32
 (3532) 44-75-06
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=102",51.777088,55.077641
402,"prm-odo@ptu.cusoms.ru
 (342) 281-13-39
 (342) 238-72-28
 Телефон доверия: (342) 238-73-50
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",57.971728,56.26013
403,"prm-brz@ptu.customs.ru
 (3424) 20-43-97
 (342) 238-73-02
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",59.407922,56.804015
404,"(34256) 5-17-48
 (34256) 5-17-48
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",58.294393,57.814871
405,"prm-aer@ptu.customs.ru
 (342) 294-95-96
 (342) 220-02-78
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",57.916479,56.025184
406,"prm-pln@ptu.customs.ru
 (34265) 4-10-12
 (34265) 4-10-12
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",58.175776,56.398048
407,"prm-udn@ptu.customs.ru
 (3412) 48-15-29
 (3412) 48-15-28
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=20&Itemid=103",56.84387,53.277732
408,"SMR-CUSTOMS@ptu.customs.ru
 (846) 933-73-29
 (846) 933-73-28
 Телефон доверия: (846) 933-73-83
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",53.241309,50.280126
409,"SMR-AER@ptu.customs.ru
 (846) 933-74-27
 (846) 933-74-27
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",53.509325,50.140429
410,"SMR-PZHDP@ptu.customs.ru
 (846) 379-83-15
 (846) 379-83-15
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",53.186032,50.117764
411,"SMR-OTR@ptu.customs.ru
 (84661) 3-13-74
 (84661) 3-13-74
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",53.357674,51.325594
412,"SMR-SMR@ptu.customs.ru
 (846) 933-74-65
 (846) 933-74-61
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",53.230783,50.292657
413,"SMR-VAZ@ptu.customs.ru
 (8482) 73-68-72
 (8482) 73-68-86
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",53.580576,49.263772
414,"SMR-TOL@ptu.customs.ru
 (8482) 66-96-05
 (8482) 66-96-00
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=104",53.563487,49.351429
415,"SRT-CUSTOMS@ptu.customs.ru
 (8452) 64-97-31
 (8452) 64-83-40, (8452) 30-84-28
 Телефон доверия: (8452) 64-82-89
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=105",51.566706,46.015338
416,"SRT-eng@ptu.customs.ru
 (8453) 72-45-43
 (8453) 30-84-07
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=105",51.468048,46.134625
417,"SRT-BLK@ptu.customs.ru
 (8452) 30-84-13
 (8453) 62-51-00
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=105",51.990726,47.831148
418,"SRT-SRT@ptu.customs.ru
 (8452) 30-85-69
 (8452) 39-04-72
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=105",51.601873,45.887104
419,"SRT-mrd@ptu.customs.ru
 (8342) 29-59-77
 (8342) 29-59-21
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=105",54.182522,45.185313
420,"SRT-PNZ@ptu.customs.ru
 (8412) 20-32-77
 (8412) 90-00-50
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=105",53.248831,45.014624
421,"uln-customs@ptu.customs.ru
 (8422) 40-70-28, (8422) 48-80-38
 (8422) 40-70-28
 Телефон доверия: (8422) 48-61-64
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=107",54.322337,48.355647
422,"ul-customs.dmt@ptu.customs.ru
 (842) 357-90-57, (8422) 40-70-20
 (842) 357-90-23, (8422) 40-70-20
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=107",54.215994,49.569505
423,"ul-customs.stp@ptu.customs.ru
 (8422) 40-70-14
 (8422) 40-70-11, (8422) 28-79-72
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=107",54.413915,48.798256
424,"uln-customs.ztp@ptu.customs.ru
 (8422) 40-70-28
 (8422) 40-70-00, (8422) 48-65-28
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=107",54.322337,48.355647
425,"uln-customs.uaz@ptu.customs.ru
 (8422) 40-70-39
 (8422) 40-70-59, (8422) 40-61-45
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=107",54.307762,48.322823
426,"pot-odo@ptu.customs.ru
 (831) 431-75-01
 (831) 431-75-27
 Телефон доверия: (831) 431-75-99
 http://ptu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=108",56.323787,44.027905
427,"utu-odo@utu.customs.ru
 (343) 371-95-74
 (343) 358-18-15
 Дежурная служба: 8-343-350-53-77
 http://utu.customs.ru/",56.837534,60.585203
428,"EKT-CUSTOM@utu.customs.ru
 (343) 359-65-29
 (343) 359-65-28
 Приемная начальника: (343) 359-65-28
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",56.830999,60.611335
429,"EKT-ALA@utu.customs.ru
 (34346) 3-06-25
 (34346) 3-04-14
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",57.845672,61.679603
430,"EKT-ASB@utu.customs.ru
 (34365) 7-62-39
 (34365) 7-60-09
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",57.010514,61.468822
431,"EKT-IRB@utu.customs.ru
 (34355) 3-73-21
 (34355) 3-73-21
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",57.687326,63.05796
432,"EKT-KUR@utu.customs.ru
 (3439) 38-59-00
 (3439) 38-59-00
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",56.423033,61.86683
433,"EKT-MAL@utu.customs.ru
 (343) 371-96-86
 (343) 359-66-32
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",56.830999,60.611335
434,"EKT-PUR@utu.customs.ru
 (34396) 6-26-29
 (34396) 2-29-57
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",56.891568,59.969822
435,"EKT-VI@utu.customs.ru
 (343) 359-65-37
 (343) 359-66-46
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",56.879624,60.49495
436,"EKT-ORD@utu.customs.ru
 (343) 278-20-30
 (343) 359-66-36
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",56.762982,60.80592
437,http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171,57.256598,60.092433
438,"EKT-CED@utu.customs.ru
 (343) 371-29-82
 (343) 359-66-80
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",56.830999,60.611335
439,"ntg-ntmk@utu.customs.ru
 (3435) 49-58-29
 (3435) 49-58-89
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",57.927076,59.969229
440,"ntg-ntp@utu.customs.ru
 (3435) 49-58-10
 (3435) 49-58-25
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",57.927076,59.969229
441,"NTG-SLD@utu.customs.ru
 (34345) 2-27-60
 (34345) 5-51-18
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",58.062212,60.555343
442,"ntg-srv@utu.customs.ru
 (34385) 7-79-12
 (34385) 7-79-80
 http://utu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=171",59.615934,60.592399
443,"tmn-customs@utu.customs.ru
 (3452) 50-56-58
 (3452) 59-72-28
 Телефон доверия: (3452) 59-73-44, Информирование и консультирование по вопросам таможенного дела: (3452) 59-72-40, (3452) 59-72-39
 http://utu.customs.ru/index.php?option=com_content&view=section&id=39&Itemid=176",57.147673,65.571033
444,"tmn-airpost@utu.customs.ru
 (3452) 49-65-71
 (3452) 49-65-88
 http://utu.customs.ru/index.php?option=com_content&view=section&id=39&Itemid=176",57.18049,65.350793
445,"tmn-tobpost@utu.customs.ru
 (3456) 39-83-15
 (3456) 39-83-15
 http://utu.customs.ru/index.php?option=com_content&view=section&id=39&Itemid=176",58.201698,68.253762
446,"tmn-ishpost@utu.customs.ru
 (34551) 2-35-91
 (34551) 2-35-91
 http://utu.customs.ru/index.php?option=com_content&view=section&id=39&Itemid=176",56.11184,69.479729
447,"tmn-tumpost@utu.customs.ru
 (3452) 22-52-81
 (3452) 22-52-99
 http://utu.customs.ru/index.php?option=com_content&view=section&id=39&Itemid=176",57.110457,65.631211
448,"Chl-Custom01@utu.customs.ru
 (351) 793-19-47, (351) 793-09-88
 (351) 793-03-33
 Телефон доверия: (351) 779-55-01, Информирование и консультирование по вопросам таможенного дела: (351) 779-55-40, (351) 779-55-02
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.190909,61.310566
449,"chl-bal@utu.customs.ru
 (351) 778-30-60
 (351) 778-30-58
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.288373,61.515481
450,"chl-zlttp@utu.customs.ru
 (35136) 7-34-13
 (35136) 7-34-17
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.118241,59.72088
451,"chl-chemk@utu.customs.ru
 (351) 772-69-73
 (351) 772-07-77
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.190231,61.428578
452,"chl-miass@utu.customs.ru
 (3513) 54-32-50
 (3513) 54-32-50
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.100108,60.134411
453,"chl-oztp@utu.customs.ru
 (35130) 2-85-80
 (35130) 2-85-80
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.763184,60.707599
454,"chl-satka@utu.customs.ru
 (35161) 3-28-93
 (35161) 4-30-20
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.038047,58.972494
455,"chl-troodj@utu.customs.ru
 (35163) 2-03-30
 (35163) 2-26-14
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",54.069513,61.556534
456,"chl-cto@utu.customs.ru
 (351) 256-55-85
 (351) 257-64-22
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.112093,61.483851
457,"chl-ced@utu.customs.ru
 (351) 779-55-39
 (351) 779-55-39
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.190909,61.310566
458,"krg-pervtp@utu.customs.ru
 (3522) 56-79-19
 (3522) 56-60-44
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.484571,65.330805
459,"krg-vsttp@utu.customs.ru
 (35235) 2-19-31
 (35235) 2-17-01
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.073551,67.902691
460,"krg-kgdtp@utu.customs.ru
 (3522) 56-76-21
 (3522) 56-76-21
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",55.484571,65.330805
461,"krg-plvtp@utu.customs.ru
 (35238) 9-11-51
 (35238) 9-18-84
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",54.789592,65.987932
462,"krg-shdtp@utu.customs.ru
 (35253) 6-39-65
 (35253) 6-39-65
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",56.081929,63.606965
463,"ZagvozdinaTM@utu.customs.ru
 (35133) 5-59-62
 (35133) 5-59-64
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",53.044414,60.612638
464,"MGN-MGTP@utu.customs.ru
 (3519) 37-57-09
 (3519) 37-57-09
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",53.418477,58.960421
465,"MGN-ATP@utu.customs.ru
 (3519) 29-94-50
 (3519) 29-92-74
 http://utu.customs.ru/index.php?option=com_content&view=section&id=40&Itemid=177",53.401215,58.847871
466,"HMT-ODO@utu.customs.ru
 (3466) 49-73-97
 (3466) 49-73-28
 Телефон доверия: (3466) 49-73-00
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",60.932386,76.606917
467,"HMT-KOG@utu.customs.ru
 (34667) 2-61-98
 (34667) 2-62-87
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",62.261238,74.499523
468,"HMT-NFT@utu.customs.ru
 (3463) 22-28-43
 (3463) 22-28-02
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",61.096206,72.603431
469,"HMT-SRG-ODO@utu.customs.ru
 (3462) 31-89-94
 (3462) 32-85-50
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",61.266485,73.409319
470,"HMT-HMTP@utu.customs.ru
 (3467) 92-82-56
 (3467) 92-82-56
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",61.025451,69.095681
471,"HMT-UGR@utu.customs.ru
 (34675) 7-53-30
 (34675) 7-53-30
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",61.309146,63.309345
472,"HMT-NGN@utu.customs.ru
 (34672) 5-61-82
 (34672) 5-64-39
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",62.146491,65.420062
473,"HMT-NVTP@utu.customs.ru
 (3466) 49-73-95
 (3466) 49-73-94
 http://utu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=173",60.932386,76.606917
474,"ymt-cust@utu.customs.ru
 (34922) 3-52-89
 (34922) 3-52-91
 Телефон доверия: (34922) 3-41-95, Информирование и консультирование по вопросам таможенного дела: (34922) 3-48-46, (34922) 3-97-66, (34922) 3-97-46
 http://utu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=172",66.540866,66.62932
475,"ymt-postnoj@utu.customs.ru
 (3496) 35-47-20
 (3496) 35-47-20
 http://utu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=172",63.18473,75.47336
476,"ymt-postsal@utu.customs.ru
 (34922) 3-40-62
 (34922) 3-40-62
 http://utu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=172",66.536219,66.631503
477,"ymt-posttar@utu.customs.ru
 (34997) 2-17-20
 (34997) 2-17-22
 http://utu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=172",64.912177,77.771879
478,"ymt-postnur@utu.customs.ru
 (3494) 34-49-39
 (3494) 34-49-26
 http://utu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=172",66.083963,76.680974
479,"UTU-UOT@utu.customs.ru
 (343) 263-95-29
 (343) 263-95-27
 Телефон доверия: (343) 263-95-30
 http://utu.customs.ru/index.php?option=com_content&view=section&id=37&Itemid=174",56.789067,60.606556
480,"cust-klc@utu.customs.ru
 (343) 359-64-98
 (343) 359-64-28
 Телефон доверия: (343) 226-82-47
 http://utu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=211",56.757145,60.816843
